step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
28,PAYMENT,57513.79,C1004043,471581.53,414067.74,M2004043,255397.37,312911.16,0,0
30,CASH_IN,188041.2,C1004044,49691.39,49691.39,C3004044,435619.81,623661.01,0,0
26,TRANSFER,152438.12,C1004045,427417.08,274978.96,C3004045,516315.99,668754.11,1,0
16,TRANSFER,194505.64,C1004046,154.87,154.87,C3004046,96719.83,291225.47,1,1
21,DEBIT,7607.46,C1004047,441140.55,433533.09,C3004047,743762.67,751370.13,0,0
28,CASH_OUT,57098.12,C1004048,9859.87,9859.87,C3004048,109353.93,166452.05,0,0
24,CASH_OUT,39164.98,C1004049,378906.02,339741.04,C3004049,404917.71,444082.69,0,0
26,TRANSFER,2329.8,C1004050,180845.41,178515.61,C3004050,804622.44,806952.24,0,0
30,PAYMENT,48540.91,C1004051,369108.4,320567.49,M2004051,467570.36,516111.27,0,0
1,CASH_IN,135787.32,C1004052,200872.6,65085.28,C3004052,842015.52,977802.84,0,0
21,CASH_IN,46294.68,C1004053,35453.96,35453.96,C3004053,341881.32,388176.0,0,0
3,PAYMENT,101849.79,C1004054,383753.35,281903.56,M2004054,957636.29,1059486.08,0,0
20,TRANSFER,177574.84,C1004055,35626.34,35626.34,C3004055,209468.43,387043.27,0,0
2,CASH_IN,138782.21,C1004056,461060.22,322278.01,C3004056,38264.14,177046.35,0,0
9,CASH_OUT,78986.35,C1004057,25487.02,25487.02,C3004057,872426.54,951412.89,0,0
19,PAYMENT,74556.54,C1004058,239662.64,165106.1,M2004058,752202.72,826759.26,0,0
15,DEBIT,91201.59,C1004059,361517.22,270315.63,C3004059,231983.84,323185.43,0,0
18,TRANSFER,35490.58,C1004060,196623.23,161132.65,C3004060,984741.61,1020232.19,0,0
26,PAYMENT,126836.75,C1004061,108616.74,108616.74,M2004061,502280.13,629116.88,0,0
11,CASH_IN,72894.15,C1004062,379545.48,306651.33,C3004062,951065.44,1023959.59,0,0
25,TRANSFER,170487.83,C1004063,392147.35,221659.52,C3004063,505028.77,675516.6,1,0
23,CASH_OUT,151334.88,C1004064,461347.49,310012.61,C3004064,471874.59,623209.47,0,0
16,TRANSFER,122141.58,C1004065,188082.56,65940.98,C3004065,449138.54,571280.12,0,0
22,TRANSFER,72904.02,C1004066,253125.87,180221.85,C3004066,334875.28,407779.3,0,0
17,CASH_OUT,42065.37,C1004067,181564.22,139498.85,C3004067,533701.5,575766.87,0,0
5,CASH_OUT,155252.76,C1004068,128540.91,128540.91,C3004068,452554.66,607807.42,1,0
12,TRANSFER,97333.18,C1004069,375516.48,278183.3,C3004069,36746.88,134080.06,0,0
11,CASH_OUT,45027.53,C1004070,169825.92,124798.39,C3004070,260435.23,305462.76,0,0
30,PAYMENT,39115.41,C1004071,214074.72,174959.31,M2004071,213122.8,252238.21,0,0
15,CASH_OUT,33163.64,C1004072,201836.83,168673.19,C3004072,867435.6,900599.24,0,0
27,CASH_OUT,155454.52,C1004073,356330.61,200876.09,C3004073,598869.98,754324.5,1,0
3,TRANSFER,45874.54,C1004074,458897.81,413023.27,C3004074,763683.1,809557.64,0,0
1,PAYMENT,105375.79,C1004075,333378.03,228002.24,M2004075,956826.04,1062201.83,0,0
20,DEBIT,90364.12,C1004076,235791.3,145427.18,C3004076,644039.27,734403.39,0,0
29,DEBIT,115964.22,C1004077,389602.56,273638.34,C3004077,982609.99,1098574.21,0,0
16,CASH_IN,175443.26,C1004078,320485.66,145042.4,C3004078,311764.05,487207.31,0,0
2,CASH_OUT,173562.7,C1004079,30305.18,30305.18,C3004079,186267.18,359829.88,0,0
2,CASH_OUT,90270.11,C1004080,47831.79,47831.79,C3004080,403309.89,493580.0,0,0
3,PAYMENT,3171.71,C1004081,18958.47,15786.76,M2004081,470799.41,473971.12,0,0
8,DEBIT,85346.12,C1004082,228408.16,143062.04,C3004082,895361.54,980707.66,0,0
24,CASH_IN,121278.09,C1004083,412926.72,291648.63,C3004083,559940.44,681218.53,0,0
28,PAYMENT,111597.18,C1004084,156541.58,44944.4,M2004084,292181.0,403778.18,0,0
15,CASH_OUT,130302.09,C1004085,192080.09,61778.0,C3004085,742634.28,872936.37,0,0
7,DEBIT,30899.74,C1004086,454738.55,423838.81,C3004086,505831.94,536731.68,0,0
6,CASH_IN,129342.37,C1004087,418451.72,289109.35,C3004087,162131.95,291474.32,0,0
9,TRANSFER,36612.06,C1004088,332524.06,295912.0,C3004088,576819.79,613431.85,0,0
20,DEBIT,150129.74,C1004089,133401.89,133401.89,C3004089,911394.54,1061524.28,0,0
28,CASH_IN,67883.61,C1004090,58520.74,58520.74,C3004090,842622.62,910506.23,0,0
1,PAYMENT,142008.1,C1004091,8029.41,8029.41,M2004091,586809.97,728818.07,0,0
8,TRANSFER,9668.33,C1004092,53505.34,43837.01,C3004092,377083.17,386751.5,0,0
23,CASH_IN,81631.22,C1004093,146298.22,64667.0,C3004093,86978.75,168609.97,0,0
23,CASH_IN,141036.4,C1004094,275895.03,134858.63,C3004094,469648.92,610685.32,0,0
3,CASH_OUT,45451.42,C1004095,32000.04,32000.04,C3004095,752079.44,797530.86,0,0
4,DEBIT,159077.88,C1004096,68113.89,68113.89,C3004096,360273.72,519351.6,0,0
26,CASH_OUT,126192.87,C1004097,90540.35,90540.35,C3004097,235446.83,361639.7,0,0
25,TRANSFER,117553.6,C1004098,315991.05,198437.45,C3004098,931379.72,1048933.32,0,0
15,CASH_IN,70774.42,C1004099,307894.9,237120.48,C3004099,821555.7,892330.12,0,0
6,CASH_OUT,96542.05,C1004100,275382.86,178840.81,C3004100,638275.62,734817.67,0,0
15,DEBIT,119510.13,C1004101,125250.71,5740.58,C3004101,136783.34,256293.47,0,0
21,TRANSFER,94545.18,C1004102,185559.85,91014.67,C3004102,144908.84,239454.02,0,0
3,PAYMENT,139692.83,C1004103,48344.86,48344.86,M2004103,103219.59,242912.42,0,0
25,CASH_OUT,86796.02,C1004104,113230.3,26434.28,C3004104,616296.67,703092.69,0,0
21,TRANSFER,40534.41,C1004105,448852.61,408318.2,C3004105,115562.8,156097.21,0,0
21,PAYMENT,42865.36,C1004106,489845.87,446980.51,M2004106,842627.2,885492.56,0,0
14,CASH_OUT,1260.17,C1004107,323829.79,322569.62,C3004107,992965.0,994225.17,0,0
20,TRANSFER,60261.45,C1004108,458411.65,398150.2,C3004108,366348.18,426609.63,0,0
14,TRANSFER,149808.64,C1004109,321370.95,171562.31,C3004109,453669.85,603478.49,0,0
4,CASH_OUT,158853.13,C1004110,16598.24,16598.24,C3004110,711667.18,870520.31,0,0
12,TRANSFER,40573.26,C1004111,498381.29,457808.03,C3004111,937153.01,977726.27,0,0
17,CASH_IN,191812.89,C1004112,49476.15,49476.15,C3004112,894093.77,1085906.66,0,1
7,CASH_OUT,100530.32,C1004113,341320.9,240790.58,C3004113,57591.83,158122.15,0,0
9,TRANSFER,183404.05,C1004114,126418.1,126418.1,C3004114,169071.8,352475.85,1,0
3,PAYMENT,141382.38,C1004115,195990.56,54608.18,M2004115,754597.2,895979.58,0,0
28,PAYMENT,144514.44,C1004116,322967.09,178452.65,M2004116,688893.11,833407.55,0,0
13,CASH_IN,17100.22,C1004117,218243.67,201143.45,C3004117,133218.59,150318.81,0,0
15,CASH_OUT,44076.23,C1004118,125273.03,81196.8,C3004118,502064.58,546140.81,0,0
18,TRANSFER,1862.09,C1004119,167223.09,165361.0,C3004119,780814.63,782676.72,0,0
19,TRANSFER,143253.92,C1004120,170774.06,27520.14,C3004120,218780.68,362034.6,0,0
1,PAYMENT,68953.21,C1004121,479661.95,410708.74,M2004121,871287.64,940240.85,0,0
6,CASH_IN,157351.84,C1004122,399306.51,241954.67,C3004122,52971.77,210323.61,0,0
27,PAYMENT,67853.35,C1004123,229274.39,161421.04,M2004123,782195.09,850048.44,0,0
27,PAYMENT,163884.82,C1004124,99910.46,99910.46,M2004124,615818.9,779703.72,0,0
23,CASH_IN,26226.58,C1004125,405508.06,379281.48,C3004125,315199.35,341425.93,0,0
27,CASH_OUT,34757.29,C1004126,78591.24,43833.95,C3004126,720932.55,755689.84,0,0
27,TRANSFER,68241.22,C1004127,105231.11,36989.89,C3004127,782365.8,850607.02,0,0
2,CASH_OUT,81756.63,C1004128,183006.7,101250.07,C3004128,933898.97,1015655.6,0,0
24,DEBIT,69805.69,C1004129,440174.1,370368.41,C3004129,367774.67,437580.36,0,0
14,DEBIT,152753.04,C1004130,65893.33,65893.33,C3004130,686016.74,838769.78,0,0
6,DEBIT,19480.58,C1004131,61117.1,41636.52,C3004131,602616.28,622096.86,0,0
14,CASH_IN,70308.28,C1004132,246987.49,176679.21,C3004132,525206.07,595514.35,0,0
4,PAYMENT,167464.28,C1004133,138205.27,138205.27,M2004133,890416.47,1057880.75,0,0
21,CASH_OUT,13452.74,C1004134,284363.97,270911.23,C3004134,3167.31,16620.05,0,0
8,TRANSFER,188474.47,C1004135,225818.34,37343.87,C3004135,282111.61,470586.08,1,0
30,DEBIT,197264.74,C1004136,217479.55,20214.81,C3004136,538277.24,735541.98,0,1
3,CASH_OUT,17804.78,C1004137,55986.49,38181.71,C3004137,178293.26,196098.04,0,0
19,DEBIT,58325.38,C1004138,70524.85,12199.47,C3004138,907866.53,966191.91,0,0
30,DEBIT,74542.89,C1004139,410539.29,335996.4,C3004139,647595.12,722138.01,0,0
14,TRANSFER,155300.63,C1004140,442941.37,287640.74,C3004140,477882.99,633183.62,1,0
27,CASH_IN,119225.77,C1004141,117341.77,117341.77,C3004141,814701.76,933927.53,0,0
20,PAYMENT,128908.7,C1004142,56730.25,56730.25,M2004142,450886.19,579794.89,0,0
17,CASH_IN,151526.21,C1004143,26708.34,26708.34,C3004143,558653.01,710179.22,0,0
25,CASH_OUT,23684.0,C1004144,304148.81,280464.81,C3004144,2751.0,26435.0,0,0
8,CASH_IN,166658.57,C1004145,357676.61,191018.04,C3004145,365700.53,532359.1,0,0
24,CASH_OUT,141153.4,C1004146,186404.99,45251.59,C3004146,138790.47,279943.87,0,0
14,CASH_OUT,115510.61,C1004147,339837.93,224327.32,C3004147,689688.68,805199.29,0,0
26,PAYMENT,177958.09,C1004148,356479.41,178521.32,M2004148,479026.96,656985.05,0,0
6,TRANSFER,140091.24,C1004149,467671.14,327579.9,C3004149,301757.56,441848.8,0,0
23,PAYMENT,40419.82,C1004150,32436.82,32436.82,M2004150,467832.34,508252.16,0,0
22,CASH_IN,86006.1,C1004151,96145.86,10139.76,C3004151,209629.89,295635.99,0,0
16,CASH_OUT,98859.17,C1004152,34262.99,34262.99,C3004152,925086.63,1023945.8,0,0
25,DEBIT,11138.0,C1004153,433996.97,422858.97,C3004153,53972.63,65110.63,0,0
19,DEBIT,190932.04,C1004154,396293.58,205361.54,C3004154,865417.04,1056349.08,0,1
14,CASH_OUT,25802.59,C1004155,287321.04,261518.45,C3004155,511358.79,537161.38,0,0
19,PAYMENT,139522.51,C1004156,41831.71,41831.71,M2004156,618946.5,758469.01,0,0
3,TRANSFER,101295.58,C1004157,136656.18,35360.6,C3004157,302605.62,403901.2,0,0
10,PAYMENT,5223.89,C1004158,148859.92,143636.03,M2004158,966697.62,971921.51,0,0
19,CASH_OUT,184957.02,C1004159,280371.6,95414.58,C3004159,281850.96,466807.98,1,0
9,CASH_OUT,170382.18,C1004160,129021.95,129021.95,C3004160,588878.0,759260.18,0,0
28,TRANSFER,104899.16,C1004161,36479.93,36479.93,C3004161,993416.71,1098315.87,0,0
20,CASH_IN,45865.57,C1004162,365381.15,319515.58,C3004162,881094.4,926959.97,0,0
13,CASH_IN,24412.42,C1004163,149540.11,125127.69,C3004163,536329.83,560742.25,0,0
7,TRANSFER,72742.16,C1004164,226187.09,153444.93,C3004164,990374.52,1063116.68,0,0
14,CASH_IN,51160.11,C1004165,63833.32,12673.21,C3004165,701369.86,752529.97,0,0
9,DEBIT,101387.57,C1004166,401274.15,299886.58,C3004166,208700.42,310087.99,0,0
27,CASH_IN,193285.22,C1004167,282765.94,89480.72,C3004167,405596.21,598881.43,0,1
28,CASH_IN,115033.2,C1004168,450792.81,335759.61,C3004168,334493.33,449526.53,0,0
23,CASH_IN,177997.22,C1004169,247735.78,69738.56,C3004169,344013.71,522010.93,0,0
25,DEBIT,130210.68,C1004170,470712.84,340502.16,C3004170,760456.44,890667.12,0,0
28,CASH_IN,95101.78,C1004171,445934.1,350832.32,C3004171,584262.93,679364.71,0,0
19,DEBIT,170936.05,C1004172,288229.93,117293.88,C3004172,38092.71,209028.76,0,0
15,TRANSFER,94326.49,C1004173,466946.72,372620.23,C3004173,877448.48,971774.97,0,0
20,PAYMENT,173738.77,C1004174,161544.37,161544.37,M2004174,296796.14,470534.91,0,0
14,TRANSFER,58386.2,C1004175,182821.08,124434.88,C3004175,997074.88,1055461.08,0,0
24,PAYMENT,25849.73,C1004176,22738.98,22738.98,M2004176,954190.73,980040.46,0,0
6,TRANSFER,171077.36,C1004177,294600.45,123523.09,C3004177,940530.72,1111608.08,1,0
21,PAYMENT,117524.29,C1004178,360961.98,243437.69,M2004178,811127.6,928651.89,0,0
29,PAYMENT,177829.57,C1004179,386759.6,208930.03,M2004179,220613.33,398442.9,0,0
4,CASH_OUT,187571.66,C1004180,74908.14,74908.14,C3004180,532632.74,720204.4,1,0
8,PAYMENT,10820.32,C1004181,222079.54,211259.22,M2004181,224302.63,235122.95,0,0
17,PAYMENT,100243.76,C1004182,88431.61,88431.61,M2004182,259675.46,359919.22,0,0
30,CASH_OUT,75055.41,C1004183,331063.67,256008.26,C3004183,610951.77,686007.18,0,0
9,CASH_IN,125209.09,C1004184,78973.19,78973.19,C3004184,40833.55,166042.64,0,0
1,CASH_IN,158738.88,C1004185,452081.84,293342.96,C3004185,969458.57,1128197.45,0,0
24,CASH_OUT,56189.98,C1004186,115317.32,59127.34,C3004186,918673.17,974863.15,0,0
20,DEBIT,111404.0,C1004187,145701.13,34297.13,C3004187,380767.57,492171.57,0,0
25,PAYMENT,141774.84,C1004188,425453.16,283678.32,M2004188,515422.45,657197.29,0,0
14,PAYMENT,26972.77,C1004189,229233.81,202261.04,M2004189,466119.42,493092.19,0,0
11,CASH_OUT,162831.97,C1004190,11997.97,11997.97,C3004190,882199.78,1045031.75,1,0
21,CASH_OUT,121261.31,C1004191,247293.13,126031.82,C3004191,688601.88,809863.19,0,0
3,DEBIT,189912.53,C1004192,42271.67,42271.67,C3004192,278111.25,468023.78,0,0
9,CASH_IN,67971.83,C1004193,492672.36,424700.53,C3004193,446841.25,514813.08,0,0
27,TRANSFER,21718.37,C1004194,294055.79,272337.42,C3004194,428965.98,450684.35,0,0
14,CASH_IN,101349.59,C1004195,128266.31,26916.72,C3004195,959335.17,1060684.76,0,0
30,PAYMENT,17253.57,C1004196,281858.84,264605.27,M2004196,175310.91,192564.48,0,0
9,CASH_OUT,193908.35,C1004197,38433.55,38433.55,C3004197,89576.34,283484.69,1,1
4,DEBIT,7833.12,C1004198,399945.65,392112.53,C3004198,880618.83,888451.95,0,0
27,CASH_IN,150725.43,C1004199,462664.03,311938.6,C3004199,896685.99,1047411.42,0,0
4,DEBIT,105067.97,C1004200,437222.19,332154.22,C3004200,871739.09,976807.06,0,0
28,CASH_IN,73787.27,C1004201,170878.8,97091.53,C3004201,510976.92,584764.19,0,0
8,PAYMENT,13261.85,C1004202,162884.06,149622.21,M2004202,659744.43,673006.28,0,0
2,TRANSFER,124471.17,C1004203,17543.81,17543.81,C3004203,563363.05,687834.22,0,0
9,DEBIT,117085.54,C1004204,325700.18,208614.64,C3004204,69447.83,186533.37,0,0
29,DEBIT,56248.57,C1004205,267452.39,211203.82,C3004205,595834.9,652083.47,0,0
14,TRANSFER,182053.32,C1004206,229673.19,47619.87,C3004206,13614.15,195667.47,1,0
22,DEBIT,60891.59,C1004207,453815.48,392923.89,C3004207,324987.41,385879.0,0,0
9,DEBIT,90000.11,C1004208,83939.45,83939.45,C3004208,932292.58,1022292.69,0,0
24,CASH_IN,108798.11,C1004209,4833.13,4833.13,C3004209,304045.27,412843.38,0,0
23,CASH_IN,20136.35,C1004210,36658.23,16521.88,C3004210,939826.64,959962.99,0,0
16,TRANSFER,186439.13,C1004211,111685.72,111685.72,C3004211,250133.96,436573.09,1,0
29,PAYMENT,74969.78,C1004212,16642.77,16642.77,M2004212,314562.24,389532.02,0,0
30,DEBIT,16247.76,C1004213,251421.86,235174.1,C3004213,628407.5,644655.26,0,0
17,PAYMENT,77519.51,C1004214,157045.23,79525.72,M2004214,761626.97,839146.48,0,0
16,TRANSFER,120080.49,C1004215,90241.5,90241.5,C3004215,501387.77,621468.26,0,0
30,TRANSFER,102779.17,C1004216,375042.04,272262.87,C3004216,882115.69,984894.86,0,0
12,CASH_IN,138938.94,C1004217,102225.66,102225.66,C3004217,40240.42,179179.36,0,0
3,DEBIT,11191.24,C1004218,343802.55,332611.31,C3004218,922194.84,933386.08,0,0
11,CASH_OUT,56979.67,C1004219,174632.45,117652.78,C3004219,196307.8,253287.47,0,0
14,TRANSFER,163864.19,C1004220,255913.88,92049.69,C3004220,884238.75,1048102.94,1,0
18,DEBIT,16070.75,C1004221,466933.52,450862.77,C3004221,400863.18,416933.93,0,0
21,PAYMENT,171111.64,C1004222,18675.82,18675.82,M2004222,832757.06,1003868.7,0,0
21,CASH_IN,18470.03,C1004223,250132.25,231662.22,C3004223,671665.55,690135.58,0,0
5,PAYMENT,166907.4,C1004224,427211.48,260304.08,M2004224,175941.63,342849.03,0,0
16,TRANSFER,72221.6,C1004225,293987.12,221765.52,C3004225,918047.57,990269.17,0,0
20,TRANSFER,122480.59,C1004226,138435.26,15954.67,C3004226,245517.39,367997.98,0,0
5,PAYMENT,30662.13,C1004227,198840.57,168178.44,M2004227,244140.12,274802.25,0,0
3,TRANSFER,13327.13,C1004228,340132.81,326805.68,C3004228,814178.9,827506.03,0,0
12,DEBIT,43266.05,C1004229,445405.95,402139.9,C3004229,105873.26,149139.31,0,0
1,TRANSFER,25657.98,C1004230,20533.19,20533.19,C3004230,222035.91,247693.89,0,0
21,CASH_IN,62549.94,C1004231,35769.41,35769.41,C3004231,503677.57,566227.51,0,0
29,DEBIT,102925.21,C1004232,162525.76,59600.55,C3004232,830477.03,933402.24,0,0
9,CASH_OUT,117793.02,C1004233,116389.84,116389.84,C3004233,147483.97,265276.99,0,0
29,TRANSFER,157994.63,C1004234,132465.44,132465.44,C3004234,547668.23,705662.86,0,0
9,TRANSFER,131282.35,C1004235,110635.0,110635.0,C3004235,711240.59,842522.94,0,0
4,CASH_IN,121790.79,C1004236,97912.52,97912.52,C3004236,860595.22,982386.01,0,0
3,CASH_IN,82415.23,C1004237,65311.98,65311.98,C3004237,935565.56,1017980.79,0,0
17,PAYMENT,94814.31,C1004238,466977.07,372162.76,M2004238,784639.91,879454.22,0,0
2,PAYMENT,82962.71,C1004239,72094.73,72094.73,M2004239,652828.4,735791.11,0,0
24,PAYMENT,168448.99,C1004240,102201.89,102201.89,M2004240,433620.09,602069.08,0,0
1,CASH_IN,46077.09,C1004241,123132.86,77055.77,C3004241,112110.15,158187.24,0,0
8,PAYMENT,1243.61,C1004242,466507.44,465263.83,M2004242,709737.19,710980.8,0,0
13,PAYMENT,130298.85,C1004243,377857.07,247558.22,M2004243,992737.3,1123036.15,0,0
23,CASH_OUT,40572.19,C1004244,394849.72,354277.53,C3004244,736760.59,777332.78,0,0
15,PAYMENT,178034.02,C1004245,52379.13,52379.13,M2004245,16711.09,194745.11,0,0
8,TRANSFER,171823.36,C1004246,418154.94,246331.58,C3004246,496259.98,668083.34,0,0
12,CASH_IN,15437.8,C1004247,204096.54,188658.74,C3004247,614646.63,630084.43,0,0
22,DEBIT,21367.04,C1004248,131411.51,110044.47,C3004248,689674.2,711041.24,0,0
12,CASH_OUT,99084.8,C1004249,287875.04,188790.24,C3004249,719725.84,818810.64,0,0
14,CASH_IN,121883.61,C1004250,411091.45,289207.84,C3004250,558108.44,679992.05,0,0
15,CASH_IN,55054.18,C1004251,389326.08,334271.9,C3004251,223360.33,278414.51,0,0
15,TRANSFER,143387.86,C1004252,444998.74,301610.88,C3004252,942200.66,1085588.52,0,0
9,PAYMENT,119023.71,C1004253,464066.09,345042.38,M2004253,696666.47,815690.18,0,0
19,TRANSFER,65032.34,C1004254,119061.04,54028.7,C3004254,236840.04,301872.38,0,0
26,PAYMENT,5171.76,C1004255,211928.95,206757.19,M2004255,322321.83,327493.59,0,0
20,PAYMENT,150055.04,C1004256,7314.27,7314.27,M2004256,921927.67,1071982.71,0,0
29,CASH_IN,43029.26,C1004257,439660.83,396631.57,C3004257,887485.19,930514.45,0,0
22,PAYMENT,166911.3,C1004258,77286.08,77286.08,M2004258,405146.44,572057.74,0,0
8,CASH_OUT,84116.02,C1004259,430737.41,346621.39,C3004259,38307.22,122423.24,0,0
21,CASH_OUT,115457.78,C1004260,164693.66,49235.88,C3004260,48497.37,163955.15,0,0
19,CASH_OUT,174602.45,C1004261,184066.79,9464.34,C3004261,283918.29,458520.74,1,0
6,CASH_IN,172738.24,C1004262,19566.13,19566.13,C3004262,629122.22,801860.46,0,0
20,TRANSFER,74366.76,C1004263,163439.39,89072.63,C3004263,584194.64,658561.4,0,0
25,DEBIT,41856.89,C1004264,444181.84,402324.95,C3004264,633827.79,675684.68,0,0
29,PAYMENT,155051.7,C1004265,12773.7,12773.7,M2004265,717282.97,872334.67,0,0
19,DEBIT,86672.73,C1004266,203163.74,116491.01,C3004266,19032.25,105704.98,0,0
4,TRANSFER,38489.19,C1004267,15699.81,15699.81,C3004267,105085.6,143574.79,0,0
23,TRANSFER,180894.63,C1004268,185461.71,4567.08,C3004268,359483.45,540378.08,1,0
7,CASH_IN,39701.03,C1004269,86320.32,46619.29,C3004269,154860.0,194561.03,0,0
28,CASH_OUT,5258.85,C1004270,126109.2,120850.35,C3004270,75320.04,80578.89,0,0
28,CASH_OUT,4153.97,C1004271,438799.19,434645.22,C3004271,640964.4,645118.37,0,0
4,TRANSFER,124500.84,C1004272,218024.61,93523.77,C3004272,815336.48,939837.32,0,0
22,CASH_IN,132368.84,C1004273,136899.0,4530.16,C3004273,752626.66,884995.5,0,0
12,CASH_IN,62277.24,C1004274,294669.19,232391.95,C3004274,817039.78,879317.02,0,0
13,PAYMENT,64070.2,C1004275,71053.48,6983.28,M2004275,665856.54,729926.74,0,0
3,CASH_OUT,67964.83,C1004276,129695.8,61730.97,C3004276,735345.32,803310.15,0,0
22,TRANSFER,136063.69,C1004277,273123.98,137060.29,C3004277,271778.77,407842.46,0,0
12,DEBIT,11720.94,C1004278,118761.52,107040.58,C3004278,993008.04,1004728.98,0,0
2,CASH_OUT,185830.36,C1004279,339563.87,153733.51,C3004279,183165.65,368996.01,0,0
24,PAYMENT,44581.96,C1004280,245745.65,201163.69,M2004280,214493.87,259075.83,0,0
2,CASH_IN,199934.67,C1004281,385994.54,186059.87,C3004281,288921.83,488856.5,0,1
27,TRANSFER,34387.39,C1004282,474122.27,439734.88,C3004282,975332.43,1009719.82,0,0
23,CASH_OUT,154332.14,C1004283,57902.44,57902.44,C3004283,988288.59,1142620.73,0,0
9,DEBIT,44760.17,C1004284,167332.5,122572.33,C3004284,794893.75,839653.92,0,0
1,PAYMENT,16261.28,C1004285,159774.53,143513.25,M2004285,629057.6,645318.88,0,0
8,PAYMENT,174999.17,C1004286,75591.46,75591.46,M2004286,520062.58,695061.75,0,0
23,CASH_OUT,171764.38,C1004287,405151.57,233387.19,C3004287,970620.85,1142385.23,0,0
6,DEBIT,80773.72,C1004288,379939.35,299165.63,C3004288,695622.8,776396.52,0,0
6,PAYMENT,140508.99,C1004289,242212.74,101703.75,M2004289,944730.13,1085239.12,0,0
22,TRANSFER,111457.48,C1004290,268885.39,157427.91,C3004290,316550.8,428008.28,0,0
25,PAYMENT,170605.93,C1004291,29772.07,29772.07,M2004291,333774.79,504380.72,0,0
18,DEBIT,63079.69,C1004292,277753.68,214673.99,C3004292,854724.59,917804.28,0,0
17,CASH_IN,104782.11,C1004293,395670.76,290888.65,C3004293,149854.92,254637.03,0,0
29,CASH_IN,97125.94,C1004294,286913.79,189787.85,C3004294,945927.86,1043053.8,0,0
12,CASH_OUT,70845.77,C1004295,132653.19,61807.42,C3004295,507474.35,578320.12,0,0
6,DEBIT,178301.87,C1004296,333774.14,155472.27,C3004296,926413.88,1104715.75,0,0
26,PAYMENT,33259.0,C1004297,180744.21,147485.21,M2004297,336792.79,370051.79,0,0
27,PAYMENT,29986.78,C1004298,272436.64,242449.86,M2004298,715958.9,745945.68,0,0
8,CASH_IN,115424.22,C1004299,243782.68,128358.46,C3004299,482875.12,598299.34,0,0
19,CASH_IN,131533.1,C1004300,190587.5,59054.4,C3004300,626803.63,758336.73,0,0
28,TRANSFER,39004.39,C1004301,359438.99,320434.6,C3004301,504372.49,543376.88,0,0
10,CASH_IN,78204.42,C1004302,441938.06,363733.64,C3004302,967115.62,1045320.04,0,0
1,TRANSFER,189318.11,C1004303,2606.26,2606.26,C3004303,692105.4,881423.51,1,0
25,PAYMENT,49398.82,C1004304,466808.26,417409.44,M2004304,251318.97,300717.79,0,0
29,TRANSFER,133705.3,C1004305,255757.57,122052.27,C3004305,909676.92,1043382.22,0,0
13,TRANSFER,148055.86,C1004306,350365.94,202310.08,C3004306,294029.74,442085.6,0,0
17,CASH_OUT,89680.93,C1004307,427812.28,338131.35,C3004307,371605.1,461286.03,0,0
3,CASH_IN,187511.44,C1004308,233551.85,46040.41,C3004308,102123.7,289635.14,0,0
8,TRANSFER,147357.68,C1004309,417487.04,270129.36,C3004309,899966.52,1047324.2,0,0
14,PAYMENT,91639.12,C1004310,88809.91,88809.91,M2004310,286112.02,377751.14,0,0
3,DEBIT,113910.11,C1004311,79583.77,79583.77,C3004311,258917.62,372827.73,0,0
16,TRANSFER,138553.43,C1004312,328735.68,190182.25,C3004312,920262.6,1058816.03,0,0
13,CASH_IN,118478.82,C1004313,435071.5,316592.68,C3004313,805526.86,924005.68,0,0
20,CASH_OUT,175751.65,C1004314,446213.09,270461.44,C3004314,141078.92,316830.57,0,0
24,PAYMENT,71442.04,C1004315,321870.23,250428.19,M2004315,769324.5,840766.54,0,0
17,CASH_OUT,60047.16,C1004316,262744.62,202697.46,C3004316,913033.1,973080.26,0,0
13,DEBIT,42846.39,C1004317,165696.54,122850.15,C3004317,78511.22,121357.61,0,0
29,TRANSFER,7652.82,C1004318,490000.21,482347.39,C3004318,825214.99,832867.81,0,0
6,TRANSFER,8698.49,C1004319,159847.84,151149.35,C3004319,547420.05,556118.54,0,0
17,CASH_IN,174024.03,C1004320,372093.05,198069.02,C3004320,669197.45,843221.48,0,0
14,TRANSFER,135710.79,C1004321,265990.9,130280.11,C3004321,492854.34,628565.13,0,0
17,PAYMENT,132140.43,C1004322,304256.17,172115.74,M2004322,697803.08,829943.51,0,0
30,DEBIT,122967.1,C1004323,196740.28,73773.18,C3004323,34097.86,157064.96,0,0
8,CASH_OUT,169858.91,C1004324,482411.56,312552.65,C3004324,762706.72,932565.63,0,0
11,DEBIT,96105.36,C1004325,285841.16,189735.8,C3004325,33343.7,129449.06,0,0
20,TRANSFER,174095.12,C1004326,468893.82,294798.7,C3004326,455299.85,629394.97,0,0
28,CASH_OUT,71953.06,C1004327,3795.71,3795.71,C3004327,150964.99,222918.05,0,0
1,CASH_IN,185348.83,C1004328,286335.29,100986.46,C3004328,823574.28,1008923.11,0,0
26,DEBIT,139761.53,C1004329,358593.44,218831.91,C3004329,313660.91,453422.44,0,0
7,CASH_OUT,51509.71,C1004330,372540.09,321030.38,C3004330,454093.54,505603.25,0,0
21,CASH_OUT,112860.58,C1004331,452488.44,339627.86,C3004331,428750.74,541611.32,0,0
